,INCOME,SEX,MARITAL.STATUS,AGE,EDUCATION,OCCUPATION,AREA,DUAL.INCOMES,HOUSEHOLD.SIZE,UNDER18,HOUSEHOLDER,HOME.TYPE,ETHNIC.CLASS,LANGUAGE
3735,-10.000),M,Single,18-24,Graduated High Scool,Professional/Managerial,4-6 years,Not Married,Two,Six,Rent,Apartment,American Indian,English
3736,-10.000),M,Single,18-24,Grades 9 to 11,Unemployed,1-3 years,Not Married,Five,Two,Family,House,White,English
3737,[40.000-50.000),M,Married,45-54,1 to 3 years of college,Professional/Managerial,10+ years,No,Five,One,Own,House,White,English
3738,-10.000),F,Divorced,25-34,1 to 3 years of college,Unemployed,,Not Married,Five,One,Family,House,White,English
3739,[10.000-15.000),M,Married,55-64,Grade 8 or less,Retired,10+ years,No,Three,One,Rent,Apartment,White,English
3740,[75.000-,M,Single,18-24,Graduated High Scool,Military,,Not Married,Four,Three,Own,Condominium,White,Other
3741,[30.000-40.000),M,Married,35-44,Graduated High Scool,Professional/Managerial,1-3 years,Yes,Two,,Rent,Apartment,White,English
3742,[50.000-75.000),M,Divorced,35-44,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Not Married,Three,Two,Own,House,White,English
3743,[30.000-40.000),F,Married,65+,1 to 3 years of college,Retired,10+ years,No,Two,Two,Own,House,White,English
3744,[30.000-40.000),M,Married,65+,1 to 3 years of college,Military,10+ years,No,,,Own,House,White,English
3745,[15.000-20.000),M,Married,65+,Graduated High Scool,Retired,10+ years,No,Two,,Own,,White,English
3746,[10.000-15.000),M,Single,18-24,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Not Married,One,,Rent,Apartment,White,English
3747,[10.000-15.000),F,Single,18-24,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Two,,Rent,Apartment,White,English
3748,-10.000),F,Single,18-24,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Three,,Family,House,White,English
3749,[40.000-50.000),M,Married,25-34,1 to 3 years of college,Professional/Managerial,4-6 years,No,Three,One,Rent,Condominium,White,English
3750,[30.000-40.000),M,Divorced,25-34,1 to 3 years of college,Professional/Managerial,,Not Married,One,,Own,House,White,English
3751,[50.000-75.000),F,Married,45-54,Graduated High Scool,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
3752,[50.000-75.000),F,Married,55-64,1 to 3 years of college,Professional/Managerial,,Yes,Two,,Own,House,White,English
3753,[40.000-50.000),M,Married,18-24,Graduated High Scool,Professional/Managerial,10+ years,Yes,Two,,Rent,Apartment,American Indian,English
3754,[20.000-25.000),M,Together,18-24,Graduated High Scool,Factory Worker/Laborer/Driver,4-6 years,Not Married,Three,,Family,,White,English
3755,[40.000-50.000),M,Divorced,25-34,Grades 9 to 11,Professional/Managerial,,Not Married,One,,Rent,House,White,English
3756,-10.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",,Not Married,Three,,Family,House,Asian,English
3757,[20.000-25.000),F,Divorced,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Two,One,Rent,House,White,English
3758,[30.000-40.000),F,Divorced,45-54,Grad Study,Professional/Managerial,4-6 years,Not Married,One,,Own,House,White,English
3759,[15.000-20.000),M,Single,18-24,1 to 3 years of college,Professional/Managerial,7-10 years,Not Married,Two,,Rent,Apartment,White,English
3760,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Three,One,Family,House,Black,English
3761,-10.000),F,Single,18-24,Grades 9 to 11,"Student, HS or College",7-10 years,Not Married,Four,Two,Family,House,Black,English
3762,[30.000-40.000),F,Together,25-34,1 to 3 years of college,Professional/Managerial,7-10 years,Yes,Four,Two,Own,House,White,English
3763,[20.000-25.000),M,Single,35-44,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Not Married,One,,Own,Apartment,White,English
3764,[30.000-40.000),F,Single,18-24,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,Three,,,House,White,English
3765,[50.000-75.000),F,Single,18-24,Grades 9 to 11,Sales Worker,4-6 years,Not Married,Four,,Family,House,White,English
3766,[50.000-75.000),F,Divorced,35-44,College graduate,Professional/Managerial,10+ years,Not Married,Three,,Own,,White,English
3767,[50.000-75.000),F,Divorced,35-44,College graduate,Professional/Managerial,10+ years,Not Married,Two,,Rent,,White,English
3768,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",1-3 years,Not Married,Eight,Three,Family,House,White,English
3769,-10.000),F,Single,18-24,Graduated High Scool,"Student, HS or College",7-10 years,Not Married,Nine or more,Three,Family,House,White,English
3770,-10.000),M,Single,18-24,Graduated High Scool,"Student, HS or College",,Not Married,One,,Rent,Other,White,English
3771,[10.000-15.000),F,Married,18-24,Graduated High Scool,Homemaker,10+ years,Yes,Three,,Rent,Apartment,White,English
3772,[10.000-15.000),F,Together,25-34,1 to 3 years of college,Retired,10+ years,Not Married,,,Rent,Apartment,White,English
3773,-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,,,Family,House,White,English
3774,[40.000-50.000),M,Single,14-17,Grades 9 to 11,Factory Worker/Laborer/Driver,10+ years,Not Married,Four,Two,Family,House,White,English
3775,-10.000),F,Single,14-17,Grade 8 or less,"Student, HS or College",10+ years,Not Married,Three,One,Family,House,White,English
3776,-10.000),F,Single,14-17,Grade 8 or less,"Student, HS or College",10+ years,Not Married,Three,One,Family,Apartment,White,English
3777,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",,Not Married,Five,Three,Family,House,Asian,English
3778,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Five,Three,Family,House,,English
3779,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",7-10 years,Not Married,Four,Two,Family,House,White,English
3780,[40.000-50.000),F,Married,35-44,Grad Study,Professional/Managerial,10+ years,No,Four,Two,Own,House,White,English
3781,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,Two,Family,House,White,English
3782,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",,Not Married,Four,One,Family,House,White,English
3783,[40.000-50.000),M,Married,35-44,1 to 3 years of college,Professional/Managerial,10+ years,No,Eight,Six,Rent,House,White,English
3784,[10.000-15.000),M,Single,18-24,Graduated High Scool,Military,1-3 years,Not Married,One,,,Other,White,English
3785,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",7-10 years,Not Married,Four,Two,Family,House,White,English
3786,[30.000-40.000),F,Married,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Three,One,Rent,House,White,English
3787,[30.000-40.000),M,Married,25-34,Graduated High Scool,Military,4-6 years,No,Four,Two,Own,House,White,English
3788,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",,Not Married,Three,One,Family,House,White,English
3789,[40.000-50.000),M,Married,35-44,College graduate,Unemployed,,No,Three,One,Rent,House,White,English
3790,[30.000-40.000),F,Married,25-34,College graduate,"Student, HS or College",10+ years,No,Four,Two,Own,House,White,English
3791,[30.000-40.000),M,Married,25-34,1 to 3 years of college,Professional/Managerial,7-10 years,Yes,Five,Two,Rent,House,White,English
3792,-10.000),M,Widowed,65+,1 to 3 years of college,Retired,10+ years,Not Married,One,,Own,Condominium,White,English
3793,-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",4-6 years,Not Married,Three,One,Family,Other,White,English
3794,[50.000-75.000),M,Married,35-44,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Yes,Three,One,Family,House,White,English
3795,[15.000-20.000),F,,45-54,Graduated High Scool,Homemaker,,No,Three,One,Own,House,White,English
3796,[10.000-15.000),F,Widowed,45-54,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,,,Own,Mobile Home,White,English
3797,-10.000),M,Married,45-54,Grade 8 or less,Unemployed,,Yes,,,Own,House,White,English
3798,[30.000-40.000),F,Together,14-17,Grades 9 to 11,"Student, HS or College",10+ years,No,Eight,Three,Family,House,Hispanic,English
3799,[50.000-75.000),F,Single,35-44,Graduated High Scool,Unemployed,10+ years,Not Married,Two,,Family,House,Other,English
3800,[50.000-75.000),F,Married,45-54,College graduate,Homemaker,4-6 years,No,Two,,Rent,,Hispanic,English
3801,-10.000),M,Single,18-24,Graduated High Scool,Unemployed,10+ years,Not Married,Four,,Family,House,Black,English
3802,[50.000-75.000),M,Single,18-24,Graduated High Scool,Homemaker,,Not Married,One,,Rent,Apartment,Black,English
3803,[40.000-50.000),M,Married,25-34,College graduate,Factory Worker/Laborer/Driver,,Yes,Five,Two,Family,House,Black,English
3804,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",1-3 years,Not Married,Two,One,Family,Apartment,Black,English
3805,[20.000-25.000),M,Single,18-24,Graduated High Scool,Professional/Managerial,10+ years,Not Married,One,,Rent,Other,Black,English
3806,[50.000-75.000),F,Married,35-44,Graduated High Scool,Clerical/Service Worker,10+ years,Yes,Three,One,Own,House,Black,English
3807,-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",,Not Married,Six,One,Family,House,Black,English
3808,[20.000-25.000),M,Single,18-24,Graduated High Scool,Sales Worker,4-6 years,Not Married,Four,One,Family,House,White,English
3809,-10.000),M,Single,18-24,Graduated High Scool,"Student, HS or College",4-6 years,Not Married,Four,One,Family,Condominium,Pacific Islander,Other
3810,[25.000-30.000),F,Married,35-44,Graduated High Scool,Military,,Yes,Four,Two,Rent,House,White,English
3811,[30.000-40.000),F,Married,25-34,Graduated High Scool,Homemaker,7-10 years,No,Five,Three,Own,House,White,English
3812,[10.000-15.000),F,Single,18-24,Grades 9 to 11,"Student, HS or College",-1 year,Not Married,Five,Three,Rent,House,White,English
3813,[15.000-20.000),F,Single,18-24,Graduated High Scool,Clerical/Service Worker,-1 year,Not Married,Three,,Family,Other,White,English
3814,[50.000-75.000),M,Single,25-34,College graduate,Clerical/Service Worker,10+ years,Not Married,Two,,Family,House,Other,English
3815,[15.000-20.000),F,Divorced,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Four,,Own,House,White,English
3816,[75.000-,F,Married,55-64,College graduate,Professional/Managerial,4-6 years,No,Two,,Own,House,White,English
3817,-10.000),F,Single,18-24,Graduated High Scool,"Student, HS or College",,Not Married,,,Family,House,Pacific Islander,English
3818,[30.000-40.000),M,Married,45-54,1 to 3 years of college,Retired,1-3 years,Yes,Two,,Own,House,Hispanic,English
3819,[30.000-40.000),F,Married,25-34,1 to 3 years of college,Clerical/Service Worker,1-3 years,Yes,Three,One,Rent,House,White,English
3820,[10.000-15.000),M,Married,25-34,College graduate,Professional/Managerial,,Yes,Four,Two,Rent,Apartment,Hispanic,Spanish
3821,[30.000-40.000),F,Single,18-24,Graduated High Scool,Sales Worker,10+ years,Not Married,Six,Two,Family,House,Asian,English
3822,[10.000-15.000),F,Married,25-34,Graduated High Scool,Homemaker,4-6 years,No,Three,One,Rent,House,Hispanic,English
3823,[10.000-15.000),M,Married,25-34,Graduated High Scool,Military,1-3 years,No,Three,One,Rent,House,White,English
3824,[25.000-30.000),F,Divorced,35-44,Graduated High Scool,Professional/Managerial,10+ years,Not Married,Three,Two,Rent,House,Hispanic,English
3825,[50.000-75.000),M,Single,18-24,Grad Study,Military,,Not Married,One,,Own,Apartment,White,English
3826,[30.000-40.000),M,Married,18-24,Graduated High Scool,Retired,,No,,,Own,Other,White,English
3827,-10.000),F,Single,14-17,Grade 8 or less,"Student, HS or College",10+ years,Not Married,Four,Three,Family,House,Hispanic,English
3828,[50.000-75.000),F,Married,25-34,Graduated High Scool,Homemaker,1-3 years,No,Four,Two,Own,House,White,English
3829,[30.000-40.000),F,Married,25-34,College graduate,Unemployed,,No,Two,,Own,House,White,English
3830,[75.000-,M,Single,18-24,Graduated High Scool,"Student, HS or College",10+ years,Not Married,Three,,Family,House,White,English
3831,[25.000-30.000),F,Married,25-34,Grades 9 to 11,Homemaker,10+ years,Yes,Five,Three,Rent,House,White,English
3832,[75.000-,M,Together,14-17,Grades 9 to 11,Factory Worker/Laborer/Driver,1-3 years,Yes,Two,,Own,Condominium,Pacific Islander,English
3833,[15.000-20.000),F,Widowed,65+,Grades 9 to 11,Retired,10+ years,Not Married,One,,Own,House,White,English
3834,[10.000-15.000),F,Divorced,65+,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,One,,Rent,Apartment,White,English
3835,[15.000-20.000),M,Widowed,55-64,1 to 3 years of college,Retired,7-10 years,Not Married,One,,Own,House,White,English
3836,[50.000-75.000),F,Married,45-54,Grad Study,Professional/Managerial,10+ years,Yes,Three,One,Own,House,White,English
3837,[50.000-75.000),F,Married,35-44,Grad Study,Professional/Managerial,10+ years,Yes,Three,One,Own,House,White,English
3838,[75.000-,F,Single,18-24,Graduated High Scool,Clerical/Service Worker,1-3 years,Not Married,Nine or more,Five,Family,House,White,English
3839,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Three,One,Family,House,American Indian,English
3840,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,Two,Family,House,White,English
3841,[75.000-,F,Married,14-17,1 to 3 years of college,Factory Worker/Laborer/Driver,,Yes,Four,Two,Own,House,White,Spanish
3842,[40.000-50.000),F,Married,25-34,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Yes,Three,One,Rent,Condominium,Hispanic,English
3843,[40.000-50.000),F,Married,25-34,Grades 9 to 11,Homemaker,10+ years,No,Two,,Own,House,Hispanic,English
3844,-10.000),F,Single,14-17,Grade 8 or less,"Student, HS or College",10+ years,Not Married,Three,Two,Family,Other,Black,English
3845,[25.000-30.000),M,Single,14-17,Grades 9 to 11,Sales Worker,10+ years,Not Married,Three,One,Family,House,Black,English
3846,-10.000),F,Single,18-24,Graduated High Scool,Unemployed,7-10 years,Not Married,Three,One,Family,Apartment,Pacific Islander,English
3847,-10.000),F,Married,18-24,Graduated High Scool,Homemaker,10+ years,Yes,Three,One,Rent,Other,White,English
3848,-10.000),F,Single,14-17,Graduated High Scool,"Student, HS or College",,Not Married,One,,Family,Apartment,Asian,English
3849,[10.000-15.000),F,Married,18-24,Grades 9 to 11,Homemaker,10+ years,No,Three,One,Own,Mobile Home,White,English
3850,-10.000),M,Single,14-17,Grades 9 to 11,Sales Worker,,Not Married,Four,One,Rent,Apartment,White,English
3851,-10.000),F,Together,18-24,Graduated High Scool,Sales Worker,10+ years,Yes,Five,,Rent,Apartment,White,English
3852,-10.000),F,Together,18-24,1 to 3 years of college,Military,7-10 years,Not Married,Two,,Rent,Apartment,American Indian,Other
3853,[30.000-40.000),F,Married,45-54,Graduated High Scool,Factory Worker/Laborer/Driver,,Yes,Four,One,Own,House,White,English
3854,-10.000),F,Single,14-17,Grade 8 or less,"Student, HS or College",10+ years,Not Married,Three,One,Family,Apartment,White,English
3855,-10.000),M,Single,18-24,Grades 9 to 11,"Student, HS or College",-1 year,Not Married,Three,,Family,Apartment,White,English
3856,[30.000-40.000),M,Divorced,18-24,1 to 3 years of college,Military,10+ years,Not Married,Three,One,Own,Condominium,Pacific Islander,English
3857,[30.000-40.000),M,Together,45-54,Graduated High Scool,Retired,10+ years,Not Married,Two,,Own,House,White,English
3858,-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",1-3 years,Not Married,Three,Two,Family,House,White,English
3859,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",1-3 years,Not Married,Six,Three,Family,House,White,English
3860,-10.000),F,Single,14-17,Grades 9 to 11,Sales Worker,4-6 years,Not Married,Four,One,Rent,House,Asian,Other
3861,[20.000-25.000),F,Together,14-17,Grades 9 to 11,Sales Worker,10+ years,Yes,Two,Two,Own,Condominium,Pacific Islander,English
3862,-10.000),M,Married,18-24,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Yes,Two,,Rent,Apartment,White,English
3863,[50.000-75.000),F,Married,35-44,1 to 3 years of college,Sales Worker,4-6 years,Yes,Seven,Two,,House,White,English
3864,-10.000),M,Single,14-17,Grades 9 to 11,Unemployed,4-6 years,Not Married,Two,One,Rent,House,White,
3865,[50.000-75.000),M,Single,18-24,1 to 3 years of college,Sales Worker,,Not Married,Seven,Two,Family,House,Pacific Islander,English
3866,[40.000-50.000),M,Together,14-17,Grades 9 to 11,"Student, HS or College",4-6 years,No,Two,,Family,House,White,English
3867,[75.000-,F,Married,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Four,Two,Own,House,White,English
3868,-10.000),F,Single,14-17,Grade 8 or less,"Student, HS or College",10+ years,Not Married,Four,Two,Family,House,White,English
3869,-10.000),F,Single,14-17,Grade 8 or less,"Student, HS or College",10+ years,Not Married,Three,One,Family,House,White,English
3870,-10.000),F,Divorced,25-34,Graduated High Scool,Factory Worker/Laborer/Driver,1-3 years,Not Married,Three,Two,Rent,Apartment,White,English
3871,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Two,Two,Family,House,White,English
3872,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Three,One,Family,House,White,English
3873,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",,Not Married,,,Family,House,White,English
3874,-10.000),M,Single,18-24,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Not Married,Three,Two,Family,House,White,English
3875,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Three,One,Family,House,White,English
3876,[10.000-15.000),M,Single,18-24,1 to 3 years of college,Factory Worker/Laborer/Driver,1-3 years,Not Married,Four,,Own,House,White,English
3877,[20.000-25.000),F,Together,35-44,1 to 3 years of college,Clerical/Service Worker,10+ years,Yes,Two,,,Apartment,White,English
3878,-10.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",1-3 years,Not Married,Five,Two,Family,House,White,English
3879,-10.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",1-3 years,Not Married,One,,Rent,Other,White,English
3880,[10.000-15.000),M,Single,18-24,Graduated High Scool,Military,1-3 years,Not Married,One,,Rent,Apartment,White,English
3881,[10.000-15.000),F,Single,18-24,1 to 3 years of college,Military,4-6 years,Not Married,One,,Family,House,White,English
